标题,帖子数,日期,情感
中国平安(601318)大宗交易数据一览(09-05),29011,13,2017-09-05 18:33:41,0.1878547976906606
2017年买平安拿着平安,136877,169,2017-01-03 16:58:47,0.06337750846354218
601318:中国平安2017年半年度分红派息实施公告,145836,21,2017-08-25 20:29:50,0.3277310411230069
看了一天。今天大跌，完全是平安罪魁祸首,19154,47,2017-08-10 14:32:16,0.09950170200196351
平安--全球顶级抗癌药，中国拥有自主研发产权,13487,16,2017-06-23 20:00:37,0.999257751779504
错过了锂矿、钴矿翻倍机会，一定要抓住钛矿翻倍,7941,23,2017-08-29 07:50:18,0.1831406935243859
龙头就是龙头，2017-2018赚钱就靠中国平安,57038,106,2017-06-01 14:03:10,0.04869248542575655
平安、南京银行、宁波银行组合,10986,19,2017-08-01 10:31:54,0.026577395440490537
平建不能移！！,30111,41,2017-07-12 16:04:43,0.2845477141063535
以截图了证明，我的言行和实操一直！,2258201,6815,2015-12-02 11:55:08,0.9370207511445718
中国平安，王者归来！,24859,43,2017-09-01 12:31:04,0.8388071451747131
价值投资的骗局,100017,363,2017-06-11 23:25:34,0.8950792932739258
揭穿价值投资的鬼话，如果真要价值投资，招商银,124778,346,2017-06-27 21:26:17,0.9997151511106501
平安寿险健康险上半年利润925.11亿元?,13825,24,2017-08-26 00:12:02,0.409478787969047
平安2017年月K线分析,24741,31,2017-08-31 14:28:54,0.8701539457950791
有人拿出讯的股票来忽悠吧友，中国平安真正的技,18649,19,2017-08-27 18:38:13,0.23159640142595628
实盘：满仓满仓保险，想发财买保险，想赚钱必蓝,499528,224,2017-06-08 10:58:31,0.22052955834331456
今日之阴棒，比钻石更金贵！！,17142,44,2017-08-31 13:11:52,0.5565202104541389
7月的任务：涨幅10-20%但属奔200元前的热身运动,108642,203,2017-07-01 09:31:24,0.20584147554500964
《新股市宣言》         她是东方旭日，水天混,26899,70,2017-07-23 10:44:24,0.8744032353442825
宁波港祝贺中国平安大涨,9832,40,2017-06-09 10:56:52,0.31229693549273563
中国平安(601318)大宗交易数据一览(09-04),38215,33,2017-09-04 18:38:40,0.1878547976906606
狂笑 狂笑 笑眯眯的翻倍股 晨鸣 季报隐藏业绩核,10776,37,2017-06-05 21:17:09,0.9959049317860454
散户必看炒股格言和现金策略！     孙子云：先,49782,97,2017-03-23 11:14:29,0.08037291965991733
千年等一会，中国平安啊，十年后股价超过445元,196216,263,2017-05-15 19:01:36,0.258775610936543
剩余边际价值是中国平安业绩增长的永动机,19260,15,2017-09-03 12:36:26,0.5491382816655174
我来了，哈哈哈哈,19354,32,2016-11-21 19:49:03,0.8684210526315791
中国平安：平安银行拟发行不超260亿元可转债,41217,6,2017-07-28 21:18:37,0.08505649431326168
中国平安(601318)融资融券信息(09-01),11627,8,2017-09-02 07:55:38,0.74705791977755
