{'股票名称': '东方财富', '今开': '10.91', '成交量': '42.86万手', '最高': '11.02', '涨停': '12.05', '内盘': '23.05万手', '成交额': '4.66亿', '委比': '8.38%', '流通市值': '345.28亿', '市盈率MRQ': '115.51', '每股收益': '0.03', '总股本': '42.89亿', '昨收': '10.95', '换手率': '1.34%', '最低': '10.77', '跌停': '9.86', '外盘': '19.81万手', '振幅': '2.28%', '量比': '0.99', '总市值': '464.47亿', '市净率': '2.98', '每股净资产': '3.64', '流通股本': '31.88亿'}
{'股票名称': '东方财富', '今开': '10.91', '成交量': '42.86万手', '最高': '11.02', '涨停': '12.05', '内盘': '23.05万手', '成交额': '4.66亿', '委比': '8.38%', '流通市值': '345.28亿', '市盈率MRQ': '115.51', '每股收益': '0.03', '总股本': '42.89亿', '昨收': '10.95', '换手率': '1.34%', '最低': '10.77', '跌停': '9.86', '外盘': '19.81万手', '振幅': '2.28%', '量比': '0.99', '总市值': '464.47亿', '市净率': '2.98', '每股净资产': '3.64', '流通股本': '31.88亿'}
{'股票名称': '东方财富', '今开': '10.91', '成交量': '42.86万手', '最高': '11.02', '涨停': '12.05', '内盘': '23.05万手', '成交额': '4.66亿', '委比': '8.38%', '流通市值': '345.28亿', '市盈率MRQ': '115.51', '每股收益': '0.03', '总股本': '42.89亿', '昨收': '10.95', '换手率': '1.34%', '最低': '10.77', '跌停': '9.86', '外盘': '19.81万手', '振幅': '2.28%', '量比': '0.99', '总市值': '464.47亿', '市净率': '2.98', '每股净资产': '3.64', '流通股本': '31.88亿'}
{'股票名称': 'R003'}
{'股票名称': 'R007'}
{'股票名称': 'R014'}
{'股票名称': 'R028'}
{'股票名称': 'R091'}
{'股票名称': 'R182'}
{'股票名称': 'R001'}
{'股票名称': 'R002'}
{'股票名称': 'R004'}
{'股票名称': 'RC001'}
{'股票名称': 'RC003'}
{'股票名称': 'RC007'}
{'股票名称': '东方财富', '今开': '10.91', '成交量': '42.86万手', '最高': '11.02', '涨停': '12.05', '内盘': '23.05万手', '成交额': '4.66亿', '委比': '8.38%', '流通市值': '345.28亿', '市盈率MRQ': '115.51', '每股收益': '0.03', '总股本': '42.89亿', '昨收': '10.95', '换手率': '1.34%', '最低': '10.77', '跌停': '9.86', '外盘': '19.81万手', '振幅': '2.28%', '量比': '0.99', '总市值': '464.47亿', '市净率': '2.98', '每股净资产': '3.64', '流通股本': '31.88亿'}
{'股票名称': 'R003'}
{'股票名称': 'R007'}
{'股票名称': 'R014'}
{'股票名称': 'R028'}
{'股票名称': 'R091'}
{'股票名称': 'R182'}
{'股票名称': 'R001'}
{'股票名称': 'R002'}
{'股票名称': 'R004'}
{'股票名称': 'RC001'}
{'股票名称': 'RC003'}
{'股票名称': 'RC007'}
{'股票名称': '0504R007'}
{'股票名称': '0504R028'}
{'股票名称': '0504R091'}
{'股票名称': '0512R007'}
{'股票名称': '0512R028'}
{'股票名称': '0512R091'}
{'股票名称': '0603R007'}
{'股票名称': '0603R028'}
{'股票名称': '0603R091'}
{'股票名称': 'GC001'}
{'股票名称': 'GC002'}
{'股票名称': 'GC003'}
{'股票名称': 'GC004'}
{'股票名称': 'GC007'}
{'股票名称': 'GC014'}
{'股票名称': 'GC028'}
{'股票名称': 'GC091'}
{'股票名称': 'GC182'}
{'股票名称': '基金金泰'}
{'股票名称': '基金泰和'}
{'股票名称': '基金安信'}
{'股票名称': '基金汉盛'}
{'股票名称': '基金裕阳'}
{'股票名称': '基金景阳'}
{'股票名称': '基金兴华'}
{'股票名称': '基金金元'}
{'股票名称': '基金金鑫'}
{'股票名称': '基金安瑞'}
{'股票名称': '基金汉兴'}
{'股票名称': '基金裕元'}
{'股票名称': '基金景业'}
{'股票名称': '基金普润'}
{'股票名称': '基金金鼎'}
{'股票名称': '基金汉鼎'}
{'股票名称': '基金兴业'}
{'股票名称': '基金科讯'}
{'股票名称': '基金汉博'}
{'股票名称': '基金通乾', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.94', '成交额': '--', '成交量': '--', '净值': '0.9515', '折价率': '-1.42'}
{'股票名称': '基金同德'}
{'股票名称': '基金科瑞', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.82', '成交额': '--', '成交量': '--', '净值': '0.8540', '折价率': '-3.40'}
{'股票名称': '基金银丰', '最高': '0.98', '最低': '0.98', '今开': '0.98', '昨收': '0.98', '成交额': '2710.62万', '成交量': '27.69万手', '净值': '1.0170', '折价率': '-3.64'}
{'股票名称': '国金鑫新', '最高': '--', '最低': '--', '今开': '--', '昨收': '1.12', '成交额': '--', '成交量': '--', '净值': '1.1200', '折价率': '-0.45'}
{'股票名称': '财通多策略（LOF）', '最高': '1.03', '最低': '1.02', '今开': '1.03', '昨收': '1.02', '成交额': '17.51万', '成交量': '1713手', '净值': '1.0250', '折价率': '-0.39'}
{'股票名称': '长信中证能源', '最高': '0.95', '最低': '0.95', '今开': '0.95', '昨收': '0.95', '成交额': '9950', '成交量': '105手', '净值': '0.9540', '折价率': '-0.42'}
{'股票名称': '上海改革', '最高': '1.00', '最低': '1.00', '今开': '1.00', '昨收': '1.00', '成交额': '8.10万', '成交量': '809手', '净值': '1.0070', '折价率': '-0.70'}
{'股票名称': '精准医疗', '最高': '0.92', '最低': '0.91', '今开': '0.91', '昨收': '0.92', '成交额': '27.76万', '成交量': '3032手', '净值': '0.9014', '折价率': '1.29'}
{'股票名称': '互联医疗', '最高': '0.89', '最低': '0.88', '今开': '0.89', '昨收': '0.90', '成交额': '9284', '成交量': '105手', '净值': '0.8816', '折价率': '-0.18'}
{'股票名称': '互联医C', '最高': '--', '最低': '--', '今开': '--', '昨收': '0.88', '成交额': '--', '成交量': '--', '净值': '0.8798', '折价率': '-0.09'}
{'股票名称': '生物科技', '最高': '1.00', '最低': '0.99', '今开': '1.00', '昨收': '0.99', '成交额': '2.12万', '成交量': '215手', '净值': '0.9633', '折价率': '2.25'}
{'股票名称': '生物科C', '最高': '0.98', '最低': '0.97', '今开': '0.97', '昨收': '0.99', '成交额': '5.20万', '成交量': '536手', '净值': '0.9618', '折价率': '0.85'}
{'股票名称': '中药基金', '最高': '1.02', '最低': '1.02', '今开': '1.02', '昨收': '1.02', '成交额': '2.37万', '成交量': '232手', '净值': '1.0198', '折价率': '0.02'}
{'股票名称': '中药C', '最高': '1.04', '最低': '1.02', '今开': '1.03', '昨收': '1.02', '成交额': '1236', '成交量': '12手', '净值': '1.0183', '折价率': '0.07'}
{'股票名称': '财通升级', '最高': '0.93', '最低': '0.92', '今开': '0.93', '昨收': '0.93', '成交额': '1239.05万', '成交量': '13.36万手', '净值': '0.9730', '折价率': '-4.52'}
{'股票名称': '券商基金', '最高': '1.11', '最低': '1.07', '今开': '1.11', '昨收': '1.08', '成交额': '21.80万', '成交量': '2016手', '净值': '1.0786', '折价率': '1.98'}
{'股票名称': '国泰融丰', '最高': '0.90', '最低': '0.89', '今开': '0.89', '昨收': '0.89', '成交额': '56.00万', '成交量': '6289手', '净值': '0.9534', '折价率': '-6.13'}
{'股票名称': '南方原油', '最高': '0.86', '最低': '0.85', '今开': '0.86', '昨收': '0.86', '成交额': '334.95万', '成交量': '3.93万手', '净值': '0.8625', '折价率': '-0.99'}
{'股票名称': '军工基金', '最高': '0.83', '最低': '0.82', '今开': '0.82', '昨收': '0.82', '成交额': '17.24万', '成交量': '2086手', '净值': '0.8290', '折价率': '-0.48'}
{'股票名称': '国企改', '最高': '1.05', '最低': '1.05', '今开': '1.05', '昨收': '1.05', '成交额': '8.45万', '成交量': '804手', '净值': '1.0563', '折价率': '-0.50'}
{'股票名称': '香港中小', '最高': '1.29', '最低': '1.28', '今开': '1.28', '昨收': '1.29', '成交额': '109.86万', '成交量': '8558手', '净值': '1.2716', '折价率': '0.74'}
{'股票名称': '银华鑫盛', '最高': '0.92', '最低': '0.91', '今开': '0.91', '昨收': '0.91', '成交额': '58.55万', '成交量': '6414手', '净值': '1.0050', '折价率': '-9.75'}
