标题,阅读,评论,字数,影响力,时间
我的目标,3734,12,122,3.5,2017-10-02 16:03:25
预测：大秦铁路8月份运输量约3810万吨！,18131,33,21,3.5,2017-08-31 14:36:51
大秦--全球顶级抗癌药，中国拥有自主研发产权,12838,14,2593,0.0,2017-07-30 20:42:03
咯咯咯 哈哈哈 晨鸣三年利润之和超市值。 今年,25264,47,543,4.5,2017-06-26 11:14:57
本土地历来强烈鄙视伟大散户进多了就没有人来抬,6507,13,531,3.5,2017-08-21 12:10:41
《民族大秦》之大集成篇章！！,9188,17,519,3.5,2017-08-24 16:44:13
一锤定音，弟兄们冲锋的号角这回真的即将响彻天,7755,13,207,3.5,2017-09-25 21:25:10
大秦市值吉祥，又喜中“掌阅科技”…,10506,34,89,3.5,2017-09-11 09:22:13
8.7元本土地用金箍棒划条红线，8.9元以下给俺用,11358,16,225,3.5,2017-09-07 17:11:18
August 2017 Traffic – Volume Growth Remaine,23832,15,1024,0.0,2017-09-21 14:49:56
大秦铁路(601006)融资融券信息(09-22),7763,14,536,0.0,2017-09-23 07:46:27
大秦铁路：  现在已经到了最佳的介入时机了，把,11824,20,118,0.0,2017-09-03 19:35:17
散户必看炒股格言和现金策略！     孙子云：先,56675,91,718,4.0,2017-03-27 10:22:59
预测：1-8月运输量同比增长34.33%,12337,35,193,3.5,2017-09-02 13:59:47
消息称中铁总各铁路局已成立改革小组,9203,6,223,3.5,2017-09-21 22:59:10
大秦铁路(601006)融资融券信息(09-21),5829,3,534,0.0,2017-09-22 07:45:32
10万亿铁路资产之下的“大秦铁路A”…,11489,59,150,3.5,2017-09-06 13:10:56
坦白讲，这价我不敢做空，大秦17年业绩是最明确,7453,12,230,0.0,2017-09-05 18:22:40
大秦铁路(601006)融资融券信息(08-24),6302,6,542,0.0,2017-08-25 07:46:07
哈哈哈咯咯咯！抢盘了，抢盘了，黄金砸头！晨鸣,17715,31,767,4.5,2017-04-11 15:33:23
狂笑咯咯咯，业绩去年翻倍股0.99，今再翻倍超2,22514,32,605,4.5,2017-04-28 10:32:33
大秦铁路(601006)融资融券信息(09-14),5907,5,534,0.0,2017-09-15 07:45:59
上半年净利润翻倍，股价仍处低估水平,43800,17,953,0.0,2017-09-04 13:23:40
实战炒股口决： 十四工作线，来回做波段；突破,51839,88,753,4.0,2017-03-28 08:03:16
放眼未来 作好布局,46115,76,1060,3.5,2017-04-10 00:09:44
提议让云龙当大秦董事长，接替东福,5281,21,142,0.0,2017-09-01 22:12:00
A股市场就像小孩，需要呵护,19928,34,158,3.5,2017-05-25 10:51:29
《大秦铁路》－国之大秦，中国唯一 世界第一！,50042,89,357,3.5,2017-04-14 13:56:49
预测：大秦铁路9月份平均日运量129万吨！,9418,56,148,3.5,2017-09-11 08:43:51
大秦铁路有“三宝”……,8662,20,168,3.5,2017-09-13 21:45:40
大秦铁路(601006)融资融券信息(09-12),5515,8,532,0.0,2017-09-13 07:47:10
大秦铁路(601006)融资融券信息(09-11),5065,2,530,0.0,2017-09-12 07:54:33
"哈哈哈，回来一看，那个叫id萨呆啥的""山西人还爱",12046,27,302,3.5,2017-09-03 07:07:44
港资增仓6000万股,3959,14,130,3.0,2017-09-11 08:25:11
大秦铁路(601006)融资融券信息(09-08),7761,30,536,0.0,2017-09-09 07:45:10
大秦铁路：前8月货物运输量同比增加逾三成,27973,15,867,0.0,2017-09-08 21:46:39
大秦整整趟底两年，绝不能再让意志不坚定的卖了,8464,8,442,3.5,2017-09-07 17:30:59
601006:大秦铁路2017年8月大秦线生产经营数据简,41170,21,492,0.0,2017-09-08 17:42:29
大秦铁路：前8个月大秦线货物运输量增长34%,21027,11,231,0.0,2017-09-08 18:41:24
预感：今晚起 停牌 混改、重组……,23662,35,145,3.5,2017-08-17 15:20:38
大秦铁路(601006)融资融券信息(09-07),4314,1,536,0.0,2017-09-08 07:53:38
大秦铁路(601006)融资融券信息(09-05),4702,3,540,0.0,2017-09-06 07:55:17
对今后大秦的看法,18190,35,454,0.0,2017-09-02 08:39:53
半年报业绩超市场预期 运量反弹贡献主要业绩增,19222,7,1284,0.0,2017-08-30 18:10:14
大秦铁路最好的光阴是当下,43652,32,4520,0.0,2017-09-01 15:44:15
对“大秦铁路最好的光阴是当下”这篇评论不敢苟,9074,12,303,0.0,2017-09-02 07:38:00
灯下黑，山西人是不会看好大秦铁路的……,3217,7,161,3.5,2017-08-09 23:20:43
真诚奉劝大秦的朋友们,22819,37,288,0.0,2017-08-29 19:12:35
大秦铁路与铁龙物流不一样,15416,23,170,0.0,2017-08-23 16:31:13
今天大秦走势有意悲观，可能今晚上浮运价！,7377,23,135,3.5,2017-09-01 15:09:39
《等待》,13926,27,448,3.5,2017-05-19 17:44:00
守望，大秦 是一種信念~,28874,54,290,3.5,2017-04-24 11:32:57
兄弟们，国之大秦即将用震烁古今之力大力向上开,8151,18,753,3.5,2017-08-27 22:42:30
等待《公告》中报业绩……,11358,26,159,3.5,2017-08-29 15:08:26
静一静，大家想一下，在大秦铁路、广深铁路和铁,28689,40,42,1.5,2017-08-21 15:05:51
《大秦铁路》之打压篇章 － 市场经常会“犯错”,15110,15,249,3.5,2017-08-29 22:17:50
云龙如果不是大秦公司的人，那就是个奇才，和小,6881,22,178,0.0,2017-08-29 16:48:01
朋友你们去过黄河吗？你渡过黄河吗？,3440,6,397,3.5,2017-08-29 16:02:55
601006:大秦铁路2017年半年度报告摘要,28996,12,1025,0.0,2017-08-29 15:56:16
大秦铁路半年报实现倍增 证金增持,39914,8,314,0.0,2017-08-29 17:34:07
中报速递：大秦铁路2017年上半年盈利76.23亿元,28554,9,236,0.0,2017-08-29 16:15:07
601006:大秦铁路关于发行债务融资工具获准注册,22153,7,871,0.0,2017-08-28 19:25:32
大秦铁路(601006)融资融券信息(08-17),6093,4,544,0.0,2017-08-18 07:47:42
上车买票，安全带已系好，准备发车了,15990,30,144,2.0,2017-04-25 10:02:21
兄弟们耐心是金耐心是银，天下第一神股即将横空,11838,22,216,3.5,2017-07-12 16:03:34
老李和老张的大秦故事：,6985,8,469,3.5,2017-08-24 15:33:22
601006:大秦铁路2017年6月大秦线生产经营数据简,46904,4,492,0.0,2017-07-06 17:30:36
不必看重混改，大秦有它的节奏,7979,10,135,2.0,2017-08-21 22:48:29
弟兄们，务必大胆的唱多，让霄小两面派们统统跪,6935,25,226,3.5,2017-08-21 11:56:18
前些天本人三处房产抵押银行贷款800多万，然后1,13496,18,338,0.0,2017-07-28 15:23:36
不如银行股涨得快,17542,162,126,3.5,2017-07-26 09:49:22
若“亚马逊”进来，比联通混改更有特色……,8439,22,143,3.5,2017-08-17 11:21:22
大秦铁路(601006)融资融券信息(08-18),8361,33,546,0.0,2017-08-19 08:37:06
岂有此理,8783,15,159,3.5,2017-08-18 10:30:39
弟兄们！见证历史的时刻就快到了，恭喜至今仍然,14131,20,577,3.5,2017-08-16 14:28:58
今天大家又买了，轻松一刻,21072,44,497,2.5,2017-07-26 13:09:19
