标题,阅读,评论,字数,影响力,时间
混改红利引而不发  看好人寿后程发力,44349,109,599,2.5,2017-08-24 15:54:09
明天可能就,1304,11,120,0.0,2017-09-18 13:05:30
≥华泰证券+美国金融科技企业颠覆“金融系统”,227306,536,1582,4.0,2016-05-26 21:15:58
《这些年来的压箱底》,54783,42,130,3.5,2016-09-25 16:37:50
人寿--全球顶级抗癌药，中国拥有自主研发产权,14325,18,2613,0.0,2017-06-23 20:04:38
狂笑 连续4年业绩翻倍，三年利润之和将超公司市,20812,56,558,4.5,2017-07-05 09:08:40
¥¥华泰证券第一梯队大券商绩优成长互联网券商龙,61631,220,1630,3.5,2017-05-28 22:05:25
哈哈哈大笑 连续4年业绩翻倍，三年利润之和将超,20886,55,561,4.5,2017-07-05 09:08:01
狂涨 疯狂抢盘啦 大笑 咯咯咯咯，晨鸣三年利润,19057,45,551,4.5,2017-06-26 14:31:56
笑 狂笑 笑眯眯的翻倍股 晨鸣 季报隐藏业绩核弹,17572,40,1000,4.5,2017-06-05 21:16:58
人寿/分享 皇城金枝玉叶 却是贱奴使女身价,8940,24,218,4.0,2017-09-11 09:52:29
中国人寿(601628)融资融券信息(09-26),5516,5,534,0.0,2017-09-27 07:59:18
今年有两波行情 上半年打家都看到了 下半年也,3267,16,154,0.0,2017-08-13 23:05:58
中国人寿(601628)融资融券信息(09-08),7342,31,528,0.0,2017-09-09 07:46:24
中国人寿(601628)融资融券信息(09-18),6810,15,534,0.0,2017-09-19 07:54:28
中国保监会核准李国栋担任中国人寿监事,8389,7,206,0.0,2017-09-07 16:51:01
中国人寿(601628)融资融券信息(09-06),4082,6,532,0.0,2017-09-07 07:58:55
新股发行不能停的重要理由：让凯撒归凯撒市场归,15822,38,482,3.0,2017-06-04 09:06:53
中国人寿(601628)融资融券信息(09-22),7983,38,534,0.0,2017-09-23 07:47:51
散户必看炒股格言和现金策略！     孙子云：先,59084,119,715,4.0,2017-03-12 11:02:30
中国人寿(601628)融资融券信息(09-21),5196,5,532,0.0,2017-09-22 07:46:47
中国人寿，决战改革牛！2017年对于股市就是撸起,22798,32,383,3.0,2017-02-07 14:32:08
中国人寿(601628)融资融券信息(09-01),5851,8,538,0.0,2017-09-02 07:58:24
注意稀土概念大牛股：中色股份，包钢股份，北方,3425,41,168,0.0,2017-05-19 13:44:59
中国平安的今天就是中国人寿的明天！,55088,76,160,2.5,2017-06-02 21:03:47
中国人寿前八月保费收入4027亿元 同比增长17.82,9388,4,219,0.0,2017-09-14 16:20:00
中国人寿(601628)融资融券信息(09-14),5125,7,532,0.0,2017-09-15 07:47:33
2017年撸起袖子加油干！可怜的散户们特点：他们,13366,21,376,3.0,2017-03-13 18:41:36
证监会通报操纵股价的4种方式：关联账户，自买,41790,50,897,4.5,2016-09-26 09:10:05
上半年净利增长18%超预期 中国人寿A股涨逾5%,5176,12,541,0.0,2017-08-25 11:50:39
中国人寿：上半年净利122亿 同比增17.8%,15266,16,330,0.0,2017-08-24 19:12:16
中国人寿(601628)融资融券信息(08-24),1831,7,538,0.0,2017-08-25 07:47:27
中国人寿董事长杨明生谈与联通合作：看重投资价,28622,14,340,0.0,2017-08-25 11:52:16
中国人寿：前8月保费收入4027亿,8587,3,174,0.0,2017-09-14 16:03:55
国寿首八个月保费收入增18%至4027亿人民币,7398,13,190,0.0,2017-09-14 17:06:17
中国人寿前8个月原保费收入升17.82%至4027亿元,8539,16,195,0.0,2017-09-14 16:59:16
中国人寿前8个月保费收入4027亿元同比增长17.8%,7617,10,186,0.0,2017-09-14 17:15:22
抛！机构连拉股价，制造概念，用人性贪婪，忽悠,92439,97,375,4.5,2016-03-22 13:30:23
